Subsystem 3	H: mean rel. freq. (%)	H: std. dev. (%)	NH: mean rel. freq. (%)	NH: std. dev. (%)	p-values	p-values (corrected)	Difference between means	95.0% lower CI	95.0% upper CI	Note	ERR1398068	ERR1398068: parent seq. count	ERR1398068: rel. freq. (%)	ERR1398076	ERR1398076: parent seq. count	ERR1398076: rel. freq. (%)	ERR1398077	ERR1398077: parent seq. count	ERR1398077: rel. freq. (%)	ERR1398085	ERR1398085: parent seq. count	ERR1398085: rel. freq. (%)	ERR1398168	ERR1398168: parent seq. count	ERR1398168: rel. freq. (%)	ERR1398221	ERR1398221: parent seq. count	ERR1398221: rel. freq. (%)	ERR1398078	ERR1398078: parent seq. count	ERR1398078: rel. freq. (%)	ERR1398089	ERR1398089: parent seq. count	ERR1398089: rel. freq. (%)	ERR1398129	ERR1398129: parent seq. count	ERR1398129: rel. freq. (%)	ERR1398206	ERR1398206: parent seq. count	ERR1398206: rel. freq. (%)	ERR1398257	ERR1398257: parent seq. count	ERR1398257: rel. freq. (%)	ERR1398263	ERR1398263: parent seq. count	ERR1398263: rel. freq. (%)	
Fermentations: Lactate	0.211915805506	0.0134522468518	0.199027007763	0.0125341923043	0.148230324683	0.148230324683	0.0128887977429	-0.00544502843302	0.0312226239188		137.127381	62613.9999989	0.219004345677	112.102381	54430.0	0.205956974095	120.8698413	55126.9999996	0.219257063328	74.86031746	40585.0000001	0.184453166096	137.127381	62613.9999989	0.219004345677	190.5706349	85145.0000002	0.223818938164	110.1008658	54754.9999992	0.201079108395	109.5937229	52990.9999993	0.2068157289	57.24404762	32002.0000006	0.17887646903	116.5690476	62699.0	0.185918511619	85.21031746	41133.9999993	0.207153005935	136.0412698	63475.9999994	0.2143192227	
Unknown carbohydrate utilization ( cluster Yeg )	0.0214829813563	0.00713756660092	0.0132913352694	0.00918517622524	0.148266921335	0.148266921335	0.00819164608691	-0.0034960642624	0.0198793564362		15.2	62613.9999989	0.0242757210852	17.0	54430.0	0.0312327760426	12.0	55126.9999996	0.0217679177174	8.0	40585.0000001	0.0197117161513	15.2	62613.9999989	0.0242757210852	6.5	85145.0000002	0.00763403605612	6.5	54754.9999992	0.0118710620037	10.95	52990.9999993	0.0206638863206	2.166666667	32002.0000006	0.00677041018361	2.0	62699.0	0.00318984353818	12.24545455	41133.9999993	0.0297696663349	4.75	63475.9999994	0.00748314323531	
"Phd-Doc, YdcE-YdcD toxin-antitoxin (programmed cell death) systems"	0.0268149200242	0.00694568306002	0.0207797582309	0.00510233454714	0.151168439771	0.151168439771	0.00603516179332	-0.00265786499131	0.0147281885779		18.83333333	62613.9999989	0.0300784701989	10.0	54430.0	0.0183722212015	15.5	55126.9999996	0.0281168937184	7.0	40585.0000001	0.0172477516323	18.83333333	62613.9999989	0.0300784701989	31.5	85145.0000002	0.0369957131951	6.0	54754.9999992	0.010957903388	13.0	52990.9999993	0.0245324677779	8.5	32002.0000006	0.026560839947	14.5	62699.0	0.0231263656518	7.5	41133.9999993	0.0182330918465	13.5	63475.9999994	0.021267880774	
CBSS-205922.3.peg.1809	0.000306203686692	0.000684692258405	0.00177632938237	0.0018920786798	0.1511717087	0.1511717087	-0.00147012569568	-0.00364783815369	0.000707586762327		0.0	62613.9999989	0.0	1.0	54430.0	0.00183722212015	0.0	55126.9999996	0.0	0.0	40585.0000001	0.0	0.0	62613.9999989	0.0	0.0	85145.0000002	0.0	1.0	54754.9999992	0.00182631723133	3.0	52990.9999993	0.00566133871797	0.0	32002.0000006	0.0	1.0	62699.0	0.00159492176909	0.0	41133.9999993	0.0	1.0	63475.9999994	0.00157539857585	
At2g23840	0.0371403012878	0.0130863372926	0.0266028941344	0.00681010712607	0.151273786089	0.151273786089	0.0105374071534	-0.00484578829369	0.0259206026004		23.65	62613.9999989	0.0377711055042	17.7	54430.0	0.0325188315267	17.76666667	55126.9999996	0.0322286115155	25.58333333	40585.0000001	0.0630364256005	23.65	62613.9999989	0.0377711055042	16.61666667	85145.0000002	0.0195157280756	13.79166667	54754.9999992	0.0251879584882	17.61666667	52990.9999993	0.0332446390335	4.333333333	32002.0000006	0.0135408203641	16.53333333	62699.0	0.0263693732436	14.16666667	41133.9999993	0.034440284607	17.03333333	63475.9999994	0.0268342890701	
EC 3.4.19.- Omega peptidases	0.0214590502884	0.00535270742205	0.0172694665343	0.00220672423564	0.151916946947	0.151916946947	0.00418958375407	-0.00199857795615	0.0103777454643		17.0	62613.9999989	0.0271504775295	7.0	54430.0	0.0128605548411	12.5	55126.9999996	0.022674914289	6.5	40585.0000001	0.0160157693729	17.0	62613.9999989	0.0271504775295	19.5	85145.0000002	0.0229021081684	11.0	54754.9999992	0.0200894895446	10.0	52990.9999993	0.0188711290599	5.0	32002.0000006	0.0156240234982	11.0	62699.0	0.01754413946	5.5	41133.9999993	0.0133709340208	11.5	63475.9999994	0.0181170836223	
Photorespiration (oxidative C2 cycle)	0.0302289714908	0.00688019287618	0.0230335405486	0.00779558209915	0.153265981974	0.153265981974	0.00719543094217	-0.00318693340841	0.0175777952928		21.0	62613.9999989	0.0335388251835	19.84285714	54430.0	0.0364557360646	9.083333333	55126.9999996	0.0164771043827	10.78333333	40585.0000001	0.0265697507207	21.0	62613.9999989	0.0335388251835	29.625	85145.0000002	0.0347935874096	14.81666667	54754.9999992	0.0270599336503	7.2	52990.9999993	0.0135872129231	3.666666667	32002.0000006	0.0114576172331	18.01904762	62699.0	0.0287389713074	10.23333333	41133.9999993	0.0248780408669	20.61666667	63475.9999994	0.0324794673108	
L-rhamnose utilization	0.291709349742	0.0641980196523	0.238545140698	0.0402027935292	0.153401871339	0.153401871339	0.0531642090442	-0.0243110382485	0.130639456337		189.5416667	62613.9999989	0.302714515449	85.33333333	54430.0	0.15677628758	174.2075758	55126.9999996	0.316011347981	148.4190476	40585.0000001	0.365699267216	189.5416667	62613.9999989	0.302714515449	260.8333333	85145.0000002	0.306340164777	141.3766234	54754.9999992	0.258198563423	106.1519231	52990.9999993	0.200320664078	59.08571429	32002.0000006	0.184631317695	156.5833333	62699.0	0.249738166957	94.95833333	41133.9999993	0.230851201759	195.2083333	63475.9999994	0.307530930276	
At5g04520 AT1G06240	0.0496394483948	0.0100354580373	0.0402905565837	0.00920086037842	0.155917400642	0.155917400642	0.00934889181109	-0.00423156404553	0.0229293476677		37.83333333	62613.9999989	0.0604231215554	18.5	54430.0	0.0339886092228	26.95833333	55126.9999996	0.0489022318106	22.14285714	40585.0000001	0.0545592143402	37.83333333	62613.9999989	0.0604231215554	33.66666667	85145.0000002	0.0395403918843	26.41666667	54754.9999992	0.0482452135337	21.58333333	52990.9999993	0.0407301868813	10.05952381	32002.0000006	0.0314340472777	25.58333333	62699.0	0.0408034152538	11.0	41133.9999993	0.0267418680415	34.14285714	63475.9999994	0.053788608514	
Adhesins in Staphylococcus	0.00137505787324	0.00135211117067	0.000359035168555	0.000396344615513	0.159237700165	0.159237700165	0.00101602270468	-0.000535278645251	0.00256732405461		0.1	62613.9999989	0.00015970869135	0.0	54430.0	0.0	1.071428571	55126.9999996	0.00194356408114	1.0	40585.0000001	0.00246396451891	0.1	62613.9999989	0.00015970869135	3.0	85145.0000002	0.00352340125667	0.5	54754.9999992	0.000913158615665	0.076923077	52990.9999993	0.000145162531375	0.0	32002.0000006	0.0	0.0	62699.0	0.0	0.076923077	41133.9999993	0.000187006070407	0.576923077	63475.9999994	0.000908883793883	
BEY LIP	0.405486685895	0.0447859150793	0.364901216296	0.039514106762	0.160076155637	0.160076155637	0.0405854695988	-0.0190537552607	0.100224694458		268.0349567	62613.9999989	0.428075121706	247.4587302	54430.0	0.454636652948	207.4595238	55126.9999996	0.376330153648	129.8190476	40585.0000001	0.319869527165	268.0349567	62613.9999989	0.428075121706	362.6611111	85145.0000002	0.425933538199	199.2107143	54754.9999992	0.363821960192	205.1936508	52990.9999993	0.387223586652	113.6428571	32002.0000006	0.355111733948	258.9710317	62699.0	0.413038536021	117.9440837	41133.9999993	0.28673137478	243.4178322	63475.9999994	0.383480106185	
Quinate degradation	0.0160693101485	0.00363358500133	0.0214563685136	0.00684177989619	0.160475987694	0.160475987694	-0.00538705836519	-0.0134474551368	0.00267333840644		8.833333333	62613.9999989	0.0141076010687	10.83333333	54430.0	0.0199032396289	7.666666667	55126.9999996	0.0139072807645	9.0	40585.0000001	0.0221756806702	8.833333333	62613.9999989	0.0141076010687	10.4	85145.0000002	0.0122144576898	7.333333333	54754.9999992	0.0133929930292	16.06666667	52990.9999993	0.0303196140292	4.5	32002.0000006	0.0140616211484	10.66666667	62699.0	0.0170124988756	11.5	41133.9999993	0.0279574074979	16.5	63475.9999994	0.0259940765016	
Isoprenoid Biosynthesis: Interconversions	0.0241280201294	0.00664928863534	0.0309385759842	0.00753842450901	0.161188181023	0.161188181023	-0.00681055585479	-0.0168480240023	0.00322691229271		16.73333333	62613.9999989	0.0267245876805	6.233333333	54430.0	0.0114520178817	14.96666667	55126.9999996	0.0271494307147	13.13333333	40585.0000001	0.0323600673401	16.73333333	62613.9999989	0.0267245876805	17.33333333	85145.0000002	0.0203574294791	20.01666667	54754.9999992	0.0365567832532	14.33333333	52990.9999993	0.0270486183129	10.03333333	32002.0000006	0.0313522071427	12.63333333	62699.0	0.0201491783442	17.95	41133.9999993	0.0436378664859	17.06666667	63475.9999994	0.0268868023665	
Glycerolipid and Glycerophospholipid Metabolism in Bacteria	0.578123966888	0.0135700890206	0.620452246852	0.0581051713233	0.167817796159	0.167817796159	-0.0423282799643	-0.108948138977	0.0242915790483		353.5910714	62613.9999989	0.564715672863	317.2464286	54430.0	0.582852156163	325.3031746	55126.9999996	0.590097728159	243.2811508	40585.0000001	0.59943612369	353.5910714	62613.9999989	0.564715672863	482.7095238	85145.0000002	0.566926447588	332.0758658	54754.9999992	0.60647587582	339.209596	52990.9999993	0.640126806447	190.7827381	32002.0000006	0.596158796627	346.0428571	62699.0	0.551911285826	303.0706349	41133.9999993	0.736788629614	375.3031746	63475.9999994	0.591252086778	
CBSS-194948.1.peg.143	0.0141722284842	0.00972529090562	0.00503731711943	0.00973811321859	0.168583909988	0.168583909988	0.0091349113648	-0.00457899715204	0.0228488198816		10.0	62613.9999989	0.015970869135	11.5	54430.0	0.0211280543818	2.0	55126.9999996	0.00362798628624	11.5	40585.0000001	0.0283355919674	10.0	62613.9999989	0.015970869135	0.0	85145.0000002	0.0	0.0	54754.9999992	0.0	1.0	52990.9999993	0.00188711290599	0.0	32002.0000006	0.0	1.0	62699.0	0.00159492176909	11.0	41133.9999993	0.0267418680415	0.0	63475.9999994	0.0	
Sugar-phosphate stress regulation	0.00806399836101	0.00393535437169	0.00375410328951	0.00512555645856	0.168730564559	0.168730564559	0.0043098950715	-0.00218795075809	0.0108077409011		5.0	62613.9999989	0.00798543456749	6.0	54430.0	0.0110233327209	5.0	55126.9999996	0.0090699657156	5.0	40585.0000001	0.0123198225945	5.0	62613.9999989	0.00798543456749	0.0	85145.0000002	0.0	1.0	54754.9999992	0.00182631723133	8.0	52990.9999993	0.0150969032479	0.0	32002.0000006	0.0	1.0	62699.0	0.00159492176909	1.0	41133.9999993	0.00243107891286	1.0	63475.9999994	0.00157539857585	
Lipoprotein Biosynthesis	0.0732661806044	0.00273797733476	0.0666459418714	0.00907130771453	0.170052706291	0.170052706291	0.00662023873298	-0.00378995247423	0.0170304299402		48.16666667	62613.9999989	0.0769263530055	38.83333333	54430.0	0.0713454589931	38.41666667	55126.9999996	0.0696875699209	29.41666667	40585.0000001	0.0724816229394	48.16666667	62613.9999989	0.0769263530055	61.5	85145.0000002	0.0722297257618	45.16666667	54754.9999992	0.0824886616212	29.33333333	52990.9999993	0.0553553119028	18.16666667	32002.0000006	0.0567672853874	42.83333333	62699.0	0.0683158157706	27.33333333	41133.9999993	0.0664494902768	44.75	63475.9999994	0.0704990862695	
Histidine Biosynthesis	0.488101634533	0.0453528274862	0.525841894903	0.0341935719321	0.170442850452	0.170442850452	-0.0377402603702	-0.0949236831761	0.0194431624357		320.7	62613.9999989	0.512185773159	287.6	54430.0	0.528385081756	253.0166667	55126.9999996	0.458970498489	162.1333333	40585.0000001	0.399490780583	320.7	62613.9999989	0.512185773159	440.5333333	85145.0000002	0.517391900052	309.3833333	54754.9999992	0.565032112692	294.6	52990.9999993	0.555943462105	170.95	32002.0000006	0.534185363405	332.1666667	62699.0	0.529779847685	209.4333333	41133.9999993	0.509148960236	292.6	63475.9999994	0.460961623295	
Transcription factors bacterial	0.511040775007	0.0351482193442	0.481908283984	0.0263737426394	0.171384509592	0.171384509592	0.0291324910233	-0.0151228372352	0.0733878192817		341.1328505	62613.9999989	0.544818811298	283.3666667	54430.0	0.520607508175	273.0016234	55126.9999996	0.495223072908	179.4857143	40585.0000001	0.442246431686	341.1328505	62613.9999989	0.544818811298	441.502381	85145.0000002	0.51853001468	256.2678571	54754.9999992	0.468026403258	277.7769231	52990.9999993	0.524196416568	144.8384921	32002.0000006	0.452592000804	320.0619048	62699.0	0.510473699421	195.9149573	41133.9999993	0.476284721407	291.9111833	63475.9999994	0.459876462447	
Ammonia assimilation	0.3900893822	0.0456826913437	0.423676419231	0.0182840639047	0.173591040539	0.173591040539	-0.0335870370307	-0.0863345349737	0.0191604609122		232.8722583	62613.9999989	0.371917236248	266.5	54430.0	0.489619695021	214.6416667	55126.9999996	0.389358511622	146.2075758	40585.0000001	0.360250279167	232.8722583	62613.9999989	0.371917236248	304.370671	85145.0000002	0.357473334898	229.8833333	54754.9999992	0.419839892802	238.2992063	52990.9999993	0.449697507696	138.8642857	32002.0000006	0.433923772569	273.3242424	62699.0	0.435930784223	167.3452381	41133.9999993	0.406829479513	251.261544	63475.9999994	0.395837078585	
Trans-envelope signaling system VreARI in Pseudomonas	0.000532362304499	0.000752873991119	0.0	0.0	0.174687814264	0.174687814264	0.000532362304499	-0.000333140992495	0.00139786560149		1.0	62613.9999989	0.0015970869135	0.0	54430.0	0.0	0.0	55126.9999996	0.0	0.0	40585.0000001	0.0	1.0	62613.9999989	0.0015970869135	0.0	85145.0000002	0.0	0.0	54754.9999992	0.0	0.0	52990.9999993	0.0	0.0	32002.0000006	0.0	0.0	62699.0	0.0	0.0	41133.9999993	0.0	0.0	63475.9999994	0.0	
T7-like phage core proteins	0.000798543456749	0.00112931098668	0.0	0.0	0.174687814264	0.174687814264	0.000798543456749	-0.000499711488743	0.00209679840224		1.5	62613.9999989	0.00239563037025	0.0	54430.0	0.0	0.0	55126.9999996	0.0	0.0	40585.0000001	0.0	1.5	62613.9999989	0.00239563037025	0.0	85145.0000002	0.0	0.0	54754.9999992	0.0	0.0	52990.9999993	0.0	0.0	32002.0000006	0.0	0.0	62699.0	0.0	0.0	41133.9999993	0.0	0.0	63475.9999994	0.0	
Siderophore pyochelin	0.001064724609	0.00150574798224	0.0	0.0	0.174687814264	0.174687814264	0.001064724609	-0.000666281984991	0.00279573120299		2.0	62613.9999989	0.003194173827	0.0	54430.0	0.0	0.0	55126.9999996	0.0	0.0	40585.0000001	0.0	2.0	62613.9999989	0.003194173827	0.0	85145.0000002	0.0	0.0	54754.9999992	0.0	0.0	52990.9999993	0.0	0.0	32002.0000006	0.0	0.0	62699.0	0.0	0.0	41133.9999993	0.0	0.0	63475.9999994	0.0	
Periplasmic Acid Stress Response in Enterobacteria	0.001064724609	0.00150574798224	0.0	0.0	0.174687814264	0.174687814264	0.001064724609	-0.000666281984991	0.00279573120299		2.0	62613.9999989	0.003194173827	0.0	54430.0	0.0	0.0	55126.9999996	0.0	0.0	40585.0000001	0.0	2.0	62613.9999989	0.003194173827	0.0	85145.0000002	0.0	0.0	54754.9999992	0.0	0.0	52990.9999993	0.0	0.0	32002.0000006	0.0	0.0	62699.0	0.0	0.0	41133.9999993	0.0	0.0	63475.9999994	0.0	
Peripheral Glucose Catabolism Pathways	0.000532362304499	0.000752873991119	0.0	0.0	0.174687814264	0.174687814264	0.000532362304499	-0.000333140992495	0.00139786560149		1.0	62613.9999989	0.0015970869135	0.0	54430.0	0.0	0.0	55126.9999996	0.0	0.0	40585.0000001	0.0	1.0	62613.9999989	0.0015970869135	0.0	85145.0000002	0.0	0.0	54754.9999992	0.0	0.0	52990.9999993	0.0	0.0	32002.0000006	0.0	0.0	62699.0	0.0	0.0	41133.9999993	0.0	0.0	63475.9999994	0.0	
N-heterocyclic aromatic compound degradation	0.000443635253572	0.000627394992348	0.0	0.0	0.174687814264	0.174687814264	0.000443635253572	-0.000277617493635	0.00116488800078		0.833333333	62613.9999989	0.00133090576072	0.0	54430.0	0.0	0.0	55126.9999996	0.0	0.0	40585.0000001	0.0	0.833333333	62613.9999989	0.00133090576072	0.0	85145.0000002	0.0	0.0	54754.9999992	0.0	0.0	52990.9999993	0.0	0.0	32002.0000006	0.0	0.0	62699.0	0.0	0.0	41133.9999993	0.0	0.0	63475.9999994	0.0	
Mycobacterial gene cluster associated with resistance against FAS-II antibiotics	0.000532362304499	0.000752873991119	0.0	0.0	0.174687814264	0.174687814264	0.000532362304499	-0.000333140992495	0.00139786560149		1.0	62613.9999989	0.0015970869135	0.0	54430.0	0.0	0.0	55126.9999996	0.0	0.0	40585.0000001	0.0	1.0	62613.9999989	0.0015970869135	0.0	85145.0000002	0.0	0.0	54754.9999992	0.0	0.0	52990.9999993	0.0	0.0	32002.0000006	0.0	0.0	62699.0	0.0	0.0	41133.9999993	0.0	0.0	63475.9999994	0.0	
MexA-MexB-OprM Multidrug Efflux System	0.000532362304499	0.000752873991119	0.0	0.0	0.174687814264	0.174687814264	0.000532362304499	-0.000333140992495	0.00139786560149		1.0	62613.9999989	0.0015970869135	0.0	54430.0	0.0	0.0	55126.9999996	0.0	0.0	40585.0000001	0.0	1.0	62613.9999989	0.0015970869135	0.0	85145.0000002	0.0	0.0	54754.9999992	0.0	0.0	52990.9999993	0.0	0.0	32002.0000006	0.0	0.0	62699.0	0.0	0.0	41133.9999993	0.0	0.0	63475.9999994	0.0	
Iron siderophore sensor & receptor system	0.00186326806575	0.00263505896892	0.0	0.0	0.174687814264	0.174687814264	0.00186326806575	-0.00116599347373	0.00489252960523		3.5	62613.9999989	0.00558980419724	0.0	54430.0	0.0	0.0	55126.9999996	0.0	0.0	40585.0000001	0.0	3.5	62613.9999989	0.00558980419724	0.0	85145.0000002	0.0	0.0	54754.9999992	0.0	0.0	52990.9999993	0.0	0.0	32002.0000006	0.0	0.0	62699.0	0.0	0.0	41133.9999993	0.0	0.0	63475.9999994	0.0	
Ethylmalonyl-CoA pathway of C2 assimilation	0.00026618115225	0.00037643699556	0.0	0.0	0.174687814264	0.174687814264	0.00026618115225	-0.000166570496248	0.000698932800747		0.5	62613.9999989	0.000798543456749	0.0	54430.0	0.0	0.0	55126.9999996	0.0	0.0	40585.0000001	0.0	0.5	62613.9999989	0.000798543456749	0.0	85145.0000002	0.0	0.0	54754.9999992	0.0	0.0	52990.9999993	0.0	0.0	32002.0000006	0.0	0.0	62699.0	0.0	0.0	41133.9999993	0.0	0.0	63475.9999994	0.0	
CBSS-314267.3.peg.390	0.000443635253572	0.000627394992348	0.0	0.0	0.174687814264	0.174687814264	0.000443635253572	-0.000277617493635	0.00116488800078		0.833333333	62613.9999989	0.00133090576072	0.0	54430.0	0.0	0.0	55126.9999996	0.0	0.0	40585.0000001	0.0	0.833333333	62613.9999989	0.00133090576072	0.0	85145.0000002	0.0	0.0	54754.9999992	0.0	0.0	52990.9999993	0.0	0.0	32002.0000006	0.0	0.0	62699.0	0.0	0.0	41133.9999993	0.0	0.0	63475.9999994	0.0	
Acyclic terpenes utilization	0.000798543456749	0.00112931098668	0.0	0.0	0.174687814264	0.174687814264	0.000798543456749	-0.000499711488743	0.00209679840224		1.5	62613.9999989	0.00239563037025	0.0	54430.0	0.0	0.0	55126.9999996	0.0	0.0	40585.0000001	0.0	1.5	62613.9999989	0.00239563037025	0.0	85145.0000002	0.0	0.0	54754.9999992	0.0	0.0	52990.9999993	0.0	0.0	32002.0000006	0.0	0.0	62699.0	0.0	0.0	41133.9999993	0.0	0.0	63475.9999994	0.0	
"Ethylmalonyl-CoA pathway of C2 assimilation, GJO"	0.00026618115225	0.00037643699556	0.0	0.0	0.174687814264	0.174687814264	0.00026618115225	-0.000166570496248	0.000698932800747		0.5	62613.9999989	0.000798543456749	0.0	54430.0	0.0	0.0	55126.9999996	0.0	0.0	40585.0000001	0.0	0.5	62613.9999989	0.000798543456749	0.0	85145.0000002	0.0	0.0	54754.9999992	0.0	0.0	52990.9999993	0.0	0.0	32002.0000006	0.0	0.0	62699.0	0.0	0.0	41133.9999993	0.0	0.0	63475.9999994	0.0	
Glutathione analogs: mycothiol	0.0	0.0	0.000264193362079	0.000373636462171	0.174697930305	0.174697930305	-0.000264193362079	-0.000693725519785	0.000165338795628		0.0	62613.9999989	0.0	0.0	54430.0	0.0	0.0	55126.9999996	0.0	0.0	40585.0000001	0.0	0.0	62613.9999989	0.0	0.0	85145.0000002	0.0	0.0	54754.9999992	0.0	0.0	52990.9999993	0.0	0.0	32002.0000006	0.0	0.5	62699.0	0.000797460884544	0.0	41133.9999993	0.0	0.5	63475.9999994	0.000787699287927	
Nitrogen Metabolism in Aspergillus nidulans	0.0185103387173	0.0117315196109	0.00963815546619	0.00626194710665	0.175854959939	0.175854959939	0.00887218325111	-0.00495676823914	0.0227011347414		11.01666667	62613.9999989	0.017594574169	16.33333333	54430.0	0.0300079612897	19.55952381	55126.9999996	0.035480842074	4.119047619	40585.0000001	0.0101491871849	11.01666667	62613.9999989	0.017594574169	0.2	85145.0000002	0.000234893417111	2.95	54754.9999992	0.00538763583243	10.9	52990.9999993	0.0205695306753	0.842857143	32002.0000006	0.00263376396158	8.466666667	62699.0	0.0135036709788	4.75952381	41133.9999993	0.0115707779698	2.642857143	63475.9999994	0.00416355337927	
Phage carbon metabolism	0.0	0.0	0.000566952634531	0.000805057302666	0.176136267892	0.176136267892	-0.000566952634531	-0.0014924458219	0.000358540552836		0.0	62613.9999989	0.0	0.0	54430.0	0.0	0.0	55126.9999996	0.0	0.0	40585.0000001	0.0	0.0	62613.9999989	0.0	0.0	85145.0000002	0.0	1.0	54754.9999992	0.00182631723133	0.0	52990.9999993	0.0	0.0	32002.0000006	0.0	0.0	62699.0	0.0	0.0	41133.9999993	0.0	1.0	63475.9999994	0.00157539857585	
CBSS-262316.1.peg.2929	0.0	0.0	0.000566952634531	0.000805057302666	0.176136267892	0.176136267892	-0.000566952634531	-0.0014924458219	0.000358540552836		0.0	62613.9999989	0.0	0.0	54430.0	0.0	0.0	55126.9999996	0.0	0.0	40585.0000001	0.0	0.0	62613.9999989	0.0	0.0	85145.0000002	0.0	1.0	54754.9999992	0.00182631723133	0.0	52990.9999993	0.0	0.0	32002.0000006	0.0	0.0	62699.0	0.0	0.0	41133.9999993	0.0	1.0	63475.9999994	0.00157539857585	
COG2363	0.0184077549483	0.00538591838632	0.0133347320368	0.00563556883207	0.176343708334	0.176343708334	0.00507302291144	-0.00269686123417	0.0128429070571		10.02229437	62613.9999989	0.0160064751816	13.85595238	54430.0	0.0254564622083	11.92380952	55126.9999996	0.0216297087091	9.045634921	40585.0000001	0.0222881234963	10.02229437	62613.9999989	0.0160064751816	7.713528139	85145.0000002	0.00905928491277	9.331746032	54754.9999992	0.0170427285766	11.33095238	52990.9999993	0.0213827864735	0.976190476	32002.0000006	0.00305040458716	8.177380952	62699.0	0.0130422828945	4.561111111	41133.9999993	0.0110884210412	9.141666667	63475.9999994	0.0144017686481	
Experimental ThMP RZ	0.0366226867403	0.00989745644117	0.0480295227095	0.0142807006561	0.176530265371	0.176530265371	-0.0114068359692	-0.0290140432504	0.00620037131193		20.06190476	62613.9999989	0.032040605552	17.375	54430.0	0.0319217343377	17.85	55126.9999996	0.0323797776047	23.84285714	40585.0000001	0.0587479540223	20.06190476	62613.9999989	0.032040605552	27.76190476	85145.0000002	0.032605443373	26.91944444	54754.9999992	0.0491634452386	34.18730159	52990.9999993	0.0645152980515	19.93333333	32002.0000006	0.0622877736692	13.89563492	62699.0	0.0221624506292	20.775	41133.9999993	0.0505056644147	25.1	63475.9999994	0.0395425042539	
Xanthine Metabolism in Bacteria	0.0491299371454	0.00721876946514	0.0597532720004	0.0141975410634	0.177070231765	0.177070231765	-0.010623334855	-0.0272736449628	0.00602697525283		29.5	62613.9999989	0.0471140639482	30.5	54430.0	0.0560352746647	28.0	55126.9999996	0.0507918080073	23.5	40585.0000001	0.0579031661943	29.5	62613.9999989	0.0471140639482	30.5	85145.0000002	0.0358212461095	29.0	54754.9999992	0.0529631997086	30.33333333	52990.9999993	0.0572424248087	25.5	32002.0000006	0.079682519841	26.33333333	62699.0	0.0419996065807	32.0	41133.9999993	0.0777945252116	31.0	63475.9999994	0.0488373558515	
Mycobacterium jamboree	0.00155155893486	0.000752156880901	0.000719698636476	0.00102984974927	0.178126291847	0.178126291847	0.000831860298387	-0.000455023490394	0.00211874408717		1.0	62613.9999989	0.0015970869135	1.0	54430.0	0.00183722212015	1.0	55126.9999996	0.00181399314312	1.0	40585.0000001	0.00246396451891	1.0	62613.9999989	0.0015970869135	0.0	85145.0000002	0.0	0.0	54754.9999992	0.0	1.0	52990.9999993	0.00188711290599	0.0	32002.0000006	0.0	0.0	62699.0	0.0	1.0	41133.9999993	0.00243107891286	0.0	63475.9999994	0.0	
Acetyl-CoA fermentation to Butyrate	0.121222732721	0.0141996388888	0.103900157734	0.0223909060552	0.180151649447	0.180151649447	0.0173225749867	-0.00976291922505	0.0444080691985		84.56389999	62613.9999989	0.135055898028	63.36866189	54430.0	0.116422307349	71.48406593	55126.9999996	0.129671605439	38.3762987	40585.0000001	0.0945578383638	84.56389999	62613.9999989	0.135055898028	99.25595238	85145.0000002	0.116572849116	53.12454212	54754.9999992	0.0970222666803	73.08253968	52990.9999993	0.137915003833	39.08205683	32002.0000006	0.122123794854	64.8786075	62699.0	0.10347630345	27.2452381	41133.9999993	0.0662353238209	61.33575036	63475.9999994	0.0966282537661	
Phage packaging machinery	0.0905009906874	0.0186030893067	0.0738025873602	0.0180551763862	0.180372434886	0.180372434886	0.0166984033272	-0.00913700047672	0.0425338071312		66.0	62613.9999989	0.105407736291	50.0	54430.0	0.0918611060076	33.0	55126.9999996	0.0598617737229	44.16666667	40585.0000001	0.108825099593	66.0	62613.9999989	0.105407736291	61.0	85145.0000002	0.071642492219	36.0	54754.9999992	0.0657474203279	28.5	52990.9999993	0.0537827178207	35.5	32002.0000006	0.110930566838	39.75	62699.0	0.0633981403212	30.16666667	41133.9999993	0.0733375472128	48.0	63475.9999994	0.075619131641	
Translation initiation factors bacterial	0.183745504555	0.0244377482792	0.162906232409	0.0212854380277	0.181582366849	0.181582366849	0.0208392721461	-0.0115363595185	0.0532149038107		113.4599567	62613.9999989	0.181205412052	109.1666667	54430.0	0.200563414845	87.62063492	55126.9999996	0.158943230941	62.62778888	40585.0000001	0.154312649698	113.4599567	62613.9999989	0.181205412052	192.6345238	85145.0000002	0.226242907745	82.29285714	54754.9999992	0.15029286301	73.9952381	52990.9999993	0.1396373688	52.66666667	32002.0000006	0.164573047525	121.3761905	62699.0	0.193585528477	58.23333333	41133.9999993	0.141569828684	119.1944444	63475.9999994	0.187778757958	
